0,16,116,0
70,122,197,0
87,133,210,0
124,169,236,0
104,144,213,0
153,192,251,0
30,70,131,0
83,136,214,0
2,22,135,0
4,30,149,0
141,182,248,0
115,163,237,0
109,159,232,0
17,33,118,0
143,188,255,0
112,162,233,0
114,164,235,0
125,166,230,0
63,113,186,0
0,11,123,0
0,15,116,0
18,37,77,0
126,174,238,0
19,26,55,0
130,173,242,0
222,222,230,0
125,169,234,0
126,169,237,0
120,129,138,0
1,0,0,0
29,53,163,0
68,120,196,0
152,159,165,0
5,20,75,0
17,40,94,0
0,1,0,0
213,214,219,0
1,18,124,0
24,54,114,0
11,53,125,0
19,50,114,0
144,179,243,0
156,200,255,0
132,176,249,0
115,162,234,0
23,44,153,0
4,11,29,0
6,23,141,0
16,43,98,0
150,190,252,0
15,43,116,0
2,21,141,0
136,176,245,0
135,175,244,0
19,41,88,0
11,61,134,0
19,40,87,0
145,184,249,0
4,15,61,0
1,0,0,0
1,5,50,0
158,162,171,0
70,121,200,0
14,36,83,0
5,25,78,0
229,228,234,0
125,134,143,0
13,46,113,0
87,138,219,0
119,164,232,0
112,161,230,0
151,158,164,0
124,169,237,0
108,151,229,0
134,178,243,0
217,216,222,0
204,207,214,0
5,35,157,0
14,32,70,0
178,182,191,0
214,213,221,0
234,233,239,0
14,32,70,0
81,131,204,0
130,174,239,0
143,181,246,0
215,214,220,0
64,110,185,0
140,181,247,0
17,37,87,0
223,222,230,0
103,112,121,0
44,81,198,0
47,96,165,0
2,22,117,0
94,144,217,0
138,141,150,0
201,204,209,0
14,35,82,0
6,22,82,0
156,161,165,0
19,37,83,0
12,33,78,0
179,183,192,0
6,26,87,0
180,187,195,0
50,105,187,0
193,194,199,0
0,0,27,0
142,182,251,0
141,182,248,0
15,37,86,0
8,30,152,0
230,227,234,0
165,172,182,0
233,232,238,0
8,17,58,0
13,20,30,0
74,127,203,0
9,28,86,0
93,146,224,0
7,39,100,0
143,182,247,0
99,151,227,0
231,230,236,0
7,41,104,0
54,103,180,0
236,235,241,0
131,174,242,0
36,80,143,0
10,24,50,0
107,160,230,0
232,231,239,0
147,185,250,0
0,23,161,0
193,188,192,0
76,125,191,0
207,208,213,0
201,206,212,0
109,161,236,0
140,180,249,0
5,16,34,0
85,132,200,0
161,170,179,0
88,140,215,0
94,144,217,0
3,20,110,0
126,171,236,0
141,181,250,0
66,118,194,0
14,39,93,0
74,127,203,0
135,178,246,0
0,4,34,0
239,238,244,0
126,135,142,0
15,28,60,0
97,144,222,0
0,9,74,0
108,158,229,0
201,206,212,0
17,23,39,0
136,179,248,0
18,39,94,0
129,174,242,0
160,167,175,0
11,32,79,0
151,160,165,0
149,188,247,0
110,155,220,0
65,112,190,0
134,175,241,0
197,202,208,0
120,169,238,0
159,164,170,0
0,0,2,0
3,12,43,0
145,183,248,0
25,49,199,0
231,230,238,0
231,230,238,0
133,174,240,0
76,128,204,0
234,233,241,0
7,22,149,0
17,38,85,0
10,15,35,0
123,168,235,0
110,155,223,0
188,192,201,0
1,4,11,0
218,216,203,0
136,139,146,0
18,39,92,0
20,41,96,0
54,104,173,0
139,148,155,0
6,19,72,0
129,174,242,0
19,38,94,0
114,163,230,0
115,160,228,0
127,176,243,0
144,185,251,0
6,14,50,0
149,187,252,0
154,161,171,0
179,188,197,0
18,39,86,0
236,152,150,1
185,145,135,1
215,184,181,1
126,30,14,1
147,108,91,1
225,188,180,1
53,42,40,1
153,104,90,1
26,33,43,1
110,65,46,1
184,135,95,1
218,210,189,1
184,141,132,1
63,26,20,1
252,70,82,1
222,90,85,1
244,227,233,1
244,155,161,1
216,191,186,1
13,6,14,1
184,134,135,1
197,104,71,1
46,17,11,1
54,49,46,1
182,103,122,1
103,60,51,1
139,54,33,1
121,82,75,1
194,136,116,1
111,65,41,1
246,176,174,1
189,107,67,1
211,61,63,1
51,49,50,1
153,90,59,1
2,0,1,1
104,101,132,1
0,0,2,1
184,108,82,1
167,124,90,1
227,161,171,1
98,69,65,1
64,29,23,1
218,128,137,1
189,153,157,1
228,135,127,1
179,144,142,1
235,154,124,1
224,125,84,1
162,55,35,1
154,66,56,1
198,180,160,1
1,2,6,1
255,181,194,1
255,221,162,1
120,64,49,1
12,10,13,1
179,152,145,1
194,56,53,1
182,102,75,1
185,96,98,1
180,107,88,1
161,127,125,1
237,214,196,1
122,111,141,1
173,56,46,1
255,177,212,1
226,175,154,1
166,73,40,1
135,97,94,1
172,108,72,1
246,215,220,1
195,145,144,1
199,149,158,1
215,176,179,1
190,124,138,1
46,40,40,1
100,72,60,1
245,77,68,1
1,1,1,1
36,41,47,1
160,129,134,1
0,0,2,1
199,146,128,1
29,32,47,1
171,139,124,1
141,123,111,1
153,86,59,1
90,50,25,1
129,99,91,1
192,101,82,1
148,62,47,1
118,65,47,1
167,100,81,1
100,71,65,1
32,14,12,1
62,33,27,1
230,177,195,1
226,175,174,1
36,37,41,1
218,145,136,1
203,141,118,1
1,1,1,1
189,136,105,1
176,111,105,1
210,137,122,1
94,42,29,1
130,98,83,1
142,92,59,1
179,136,127,1
88,28,17,1
113,74,67,1
140,104,88,1
32,15,8,1
212,176,176,1
186,116,118,1
148,103,98,1
37,38,42,1
209,142,116,1
205,142,150,1
241,213,189,1
178,120,98,1
211,167,156,1
183,93,82,1
207,138,141,1
187,159,158,1
209,172,164,1
162,125,116,1
103,36,20,1
167,126,120,1
193,147,132,1
197,161,135,1
181,93,89,1
139,99,74,1
192,128,90,1
164,110,100,1
250,193,176,1
36,34,37,1
220,203,209,1
187,139,139,1
250,217,202,1
169,34,31,1
167,87,62,1
198,153,160,1
17,11,11,1
201,140,121,1
225,136,128,1
135,39,40,1
229,175,141,1
36,17,11,1
112,73,68,1
101,70,68,1
238,228,218,1
157,116,110,1
180,135,129,1
218,137,144,1
210,178,163,1
222,178,177,1
114,58,45,1
2,3,7,1
140,99,93,1
228,177,132,1
206,187,157,1
248,168,143,1
165,88,82,1
253,117,105,1
155,73,52,1
213,177,181,1
85,37,23,1
185,154,126,1
165,92,101,1
80,57,51,1
205,149,124,1
70,34,34,1
234,125,105,1
174,90,90,1
190,104,87,1
132,51,34,1
0,1,0,1
219,172,146,1
203,144,140,1
224,104,103,1
126,65,37,1
63,42,59,1
188,117,89,1
155,95,84,1
197,165,142,1
142,108,107,1
187,124,119,1
250,159,156,1
208,94,84,1
76,46,38,1
166,77,59,1
161,132,124,1
130,74,47,1
233,226,210,1
151,66,59,1
247,219,205,1
78,50,47,1
115,38,20,1
96,77,73,1
212,162,173,1
201,137,138,1
56,22,13,1
201,135,119,1
249,218,226,1
186,103,119,1
192,155,126,1
95,87,84,1
221,140,113,1
40,26,25,1
1,1,1,1
165,63,49,1
168,93,88,1
173,92,63,1
188,166,153,1
171,73,60,1
143,97,81,1
48,49,53,1
181,118,83,1
185,119,105,1
214,142,120,1
107,72,70,1
243,158,138,1
253,158,130,1
154,56,47,1
162,49,43,1
214,187,176,1
189,148,126,1
155,75,52,1
103,80,88,1
216,155,136,1
33,32,30,1
35,37,49,1
188,125,136,1
57,42,45,1
33,33,35,1
220,132,120,1
107,30,22,1
164,96,87,1
84,50,41,1
226,200,209,1
224,193,201,1
206,156,155,1
228,183,160,1
194,114,91,1
178,122,87,1
254,194,158,1
210,144,132,1
185,97,87,1
5,8,13,1
106,42,30,1
229,212,204,1
114,67,49,1
155,120,98,1
185,145,109,1
186,98,74,1
75,23,12,1
232,179,185,1
152,94,72,1
1,1,1,1
145,83,72,1
46,43,38,1
194,153,147,1
148,117,114,1
1,1,3,1
123,97,98,1
175,133,111,1
162,70,73,1
254,112,102,1
253,211,153,1
167,153,118,1
200,137,104,1
234,115,119,1
80,42,31,1
123,88,86,1
207,176,174,1
216,202,201,1
77,53,51,1
154,53,45,1
189,98,77,1
250,176,189,1
137,142,184,1
154,120,118,1
193,117,101,1
159,123,99,1
161,114,88,1
196,101,107,1
94,56,67,1
215,118,112,1
254,198,147,1
108,58,51,1
255,171,174,1
214,114,88,1
212,168,169,1
206,156,123,1
167,138,132,1
177,69,41,1
166,121,118,1
126,58,81,1
166,93,100,1
29,26,33,1
30,29,34,1
184,138,140,1
78,26,12,1
80,51,47,1
69,22,12,1
142,111,109,1
253,181,141,1
217,160,169,1
0,1,3,1
99,37,26,1
0,1,5,1
181,152,157,1
253,132,124,1
159,134,130,1
185,60,54,1
44,14,14,1
143,46,40,1
153,91,70,1
174,117,97,1
187,140,134,1
213,155,144,1
157,89,78,1
143,103,93,1
164,52,40,1
82,48,47,1
55,49,51,1
155,95,94,1
106,44,31,1
183,111,112,1
169,105,106,1
142,70,58,1
108,106,156,1
176,81,59,1
163,127,131,1
0,1,12,1
92,24,11,1
183,107,83,1
147,62,41,1
91,54,46,1
180,151,133,1
207,179,176,1
242,176,118,1
108,46,31,1
127,70,51,1
253,167,142,1
213,108,79,1
172,108,98,1
193,114,119,1
216,108,82,1
224,192,203,1
153,149,146,1
160,107,76,1
112,48,36,1
201,135,123,1
120,107,133,1
202,139,122,1
212,188,176,1
171,76,70,1
67,38,32,1
1,1,3,1
174,86,62,1
71,36,32,1
204,155,151,1
187,161,146,1
179,106,73,1
144,87,80,1
218,182,158,1
197,99,88,1
244,64,67,1
244,174,149,1
253,191,152,1
154,84,76,1
212,166,117,1
45,36,37,1
209,141,128,1
89,71,71,1
227,176,185,1
203,105,94,1
181,108,101,1
230,185,126,1
30,29,35,1
163,77,62,1
184,94,68,1
12,19,37,1
55,39,40,1
233,50,52,1
185,133,94,1
30,29,34,1
207,188,190,1
63,14,7,1
24,23,28,1
226,146,123,1
174,145,147,1
184,139,133,1
187,151,127,1
129,89,63,1
93,59,49,1
245,60,57,1
255,158,151,1
68,47,46,1
206,170,170,1
118,58,34,1
186,135,131,1
122,87,85,1
192,151,147,1
110,107,134,1
178,122,123,1
159,82,74,1
130,53,37,1
159,121,100,1
179,125,91,1
148,113,94,1
239,159,132,1
145,101,98,1
193,135,133,1
173,92,109,1
183,147,115,1
213,148,126,1
199,152,132,1
200,177,161,1
171,115,116,1
83,33,22,1
176,110,94,1
142,108,99,1
181,73,45,1
32,28,27,1
